h3_level8_index,total_requests,request_diversity,sewer_requests,building_count,mean_building_area,sd_building_area
88ad360147fffff,14,9,0,47,786.3068021276596,2531.9273869377653
88ad360149fffff,0,0,0,1,27.7872,0.0
88ad36014bfffff,38,15,0,208,89.76325625000001,133.54492064611864
88ad36014dfffff,0,0,0,4,61.92715,36.51068322463988
88ad360151fffff,598,71,346,3544,79.14646173814899,277.6275436879052
88ad360153fffff,4,4,1,185,154.85993459459462,765.3918068148702
88ad360155fffff,787,56,462,5312,32.25432403990964,51.97072967213788
88ad360157fffff,443,61,195,3118,63.70396337395766,313.8682714084175
88ad360159fffff,125,46,4,698,190.61970200573066,495.6738976477337
88ad36015bfffff,61,32,9,293,330.7243481228669,625.9548606621375
88ad36015dfffff,277,74,31,2096,47.928015791984734,54.21067486821987
88ad360161fffff,0,0,0,1,128.7488,0.0
88ad360163fffff,0,0,0,0,0.0,0.0
88ad360165fffff,1,1,0,23,113.79404347826086,160.65975070257477
88ad360167fffff,1,1,0,65,118.05473384615385,515.0597363889892
88ad360169fffff,1,1,0,50,92.26316999999999,123.17571951530532
88ad36016bfffff,0,0,0,27,58.1457,36.15659275385973
88ad36016dfffff,0,0,0,0,0.0,0.0
88ad360181fffff,65,33,3,253,137.24079328063243,99.01139142706144
88ad360183fffff,3,1,0,13,74.63196153846154,61.19191244444997
88ad360185fffff,0,0,0,1,84.6835,0.0
88ad360187fffff,0,0,0,0,0.0,0.0
88ad360189fffff,266,68,16,1003,129.10861335992024,139.79508112347284
88ad36018bfffff,243,42,13,665,121.53521458646617,112.72063978796372
88ad36018dfffff,4,1,0,223,88.6497470852018,63.44207256484274
88ad360191fffff,0,0,0,0,0.0,0.0
88ad360193fffff,0,0,0,4,148.062975,81.88797433231065
88ad360195fffff,1,1,0,0,0.0,0.0
88ad360197fffff,0,0,0,0,0.0,0.0
88ad360199fffff,91,29,3,381,102.94281364829396,85.39853252187356
88ad36019bfffff,149,43,21,324,128.3557462962963,119.44557164333727
88ad36019dfffff,0,0,0,57,118.87379649122808,88.45016185664137
88ad3601a1fffff,0,0,0,0,0.0,0.0
88ad3601a3fffff,0,0,0,0,0.0,0.0
88ad3601a5fffff,0,0,0,0,0.0,0.0
88ad3601a7fffff,0,0,0,0,0.0,0.0
88ad3601a9fffff,0,0,0,5,20.06554,11.261087765087352
88ad3601abfffff,0,0,0,0,0.0,0.0
88ad3601adfffff,0,0,0,0,0.0,0.0
88ad3601b1fffff,0,0,0,0,0.0,0.0
88ad3601b3fffff,0,0,0,11,38.02658181818182,18.964153418110612
88ad3601b5fffff,0,0,0,0,0.0,0.0
88ad3601b7fffff,0,0,0,15,263.64708,618.5363921092785
88ad3601b9fffff,0,0,0,0,0.0,0.0
88ad3601bbfffff,0,0,0,0,0.0,0.0
88ad3601bdfffff,0,0,0,0,0.0,0.0
88ad3601c1fffff,525,94,58,1776,122.48876480855856,583.3973023352535
88ad3601c3fffff,504,74,42,2073,94.29041939218524,80.97722930365171
88ad3601c5fffff,190,55,13,925,89.63458129729729,106.4484794012199
88ad3601c7fffff,265,68,11,1219,101.71502616899097,90.10844910607058
88ad3601c9fffff,767,109,80,2223,84.26238034188034,83.20127757180414
88ad3601cbfffff,539,91,44,1704,100.17259882629108,282.44114014679843
88ad3601cdfffff,705,100,116,2046,99.59800957966765,95.71006496191418
88ad3601d1fffff,79,35,9,377,76.45667055702917,74.2989994416512
88ad3601d3fffff,290,70,13,1001,118.18401288711289,104.790408047539
88ad3601d5fffff,410,69,19,1578,113.0761674904943,89.15994992453207
88ad3601d7fffff,26,10,0,8,41.873025,40.47720299772806
88ad3601d9fffff,437,77,31,1424,114.85808075842696,138.7044652647362
88ad3601dbfffff,416,87,27,732,124.77410860655739,120.93794782508765
88ad3601ddfffff,457,85,45,1619,94.54385361334158,141.5540397172286
88ad3601e1fffff,0,0,0,3,10.820433333333334,3.5338053162749823
88ad3601e3fffff,1,1,0,0,0.0,0.0
88ad3601e5fffff,0,0,0,0,0.0,0.0
88ad3601e7fffff,0,0,0,0,0.0,0.0
88ad3601e9fffff,14,13,0,304,102.49635756578948,134.9699732242687
88ad3601ebfffff,2,2,0,72,98.90825833333332,87.0581593088494
88ad3601edfffff,0,0,0,7,20.13095714285714,7.7876566537175
88ad360201fffff,896,94,103,1430,98.79627482517483,151.70351535464954
88ad360203fffff,595,103,57,1284,100.95290568535826,132.24656320249807
88ad360205fffff,639,96,63,1434,113.77499616457462,136.55157997136962
88ad360207fffff,759,113,94,1363,113.06962112986061,178.01033538668315
88ad360209fffff,23,8,2,33,304.46538484848486,580.2425153440252
88ad36020bfffff,933,120,162,1337,91.55429528795811,102.87061317771852
88ad36020dfffff,97,36,10,400,308.90714199999996,793.0107286805298
88ad360215fffff,31,17,0,296,90.4219402027027,119.9173397738458
88ad360219fffff,5,5,0,3,108.7344,124.33854014540303
88ad36021dfffff,210,65,24,219,218.81733881278538,474.0895814336204
88ad360221fffff,256,65,39,794,354.23440957178843,2051.3638892704575
88ad360223fffff,2133,134,380,4012,61.28381792123629,350.38164268804206
88ad360225fffff,118,51,7,713,365.20721360448806,1104.062101453725
88ad360227fffff,404,57,55,851,350.6766588719154,1192.0774162696723
88ad360229fffff,434,90,78,1440,108.18005749999999,266.29321946399926
88ad36022bfffff,851,117,129,1989,106.03992805429864,302.13636576317515
88ad36022dfffff,1082,111,119,1835,111.97457880108992,600.0881792152358
88ad360231fffff,65,33,2,337,97.01010296735905,97.80407401264078
88ad360235fffff,377,73,136,798,131.36784611528822,245.2761473372526
88ad360237fffff,79,43,7,389,99.12953136246786,89.45463266444864
88ad360239fffff,432,99,59,720,113.87330555555556,147.25853173645865
88ad36023dfffff,561,112,64,1272,119.63119772012578,243.80327570381988
88ad360241fffff,893,132,121,2313,92.20860510159966,117.15563081437139
88ad360243fffff,416,93,57,839,85.51077544696068,102.45739399661451
88ad360245fffff,1335,112,450,2842,64.52202350457425,128.197005917424
88ad360247fffff,370,79,31,1094,77.01460511882999,84.63217152748561
88ad360249fffff,293,78,40,653,252.02968009188362,560.6390887162777
88ad36024bfffff,1627,156,193,2557,108.97903210793899,197.77253492409346
88ad36024dfffff,474,91,93,1392,125.08233534482758,294.5494692999381
88ad360251fffff,1601,138,291,1962,104.03858032619775,186.85424308696716
88ad360253fffff,184,63,40,352,291.92669261363636,619.7119850428994
88ad360255fffff,54,18,19,187,263.71081550802137,570.2056130895936
88ad360257fffff,620,116,63,871,157.06134500574055,540.6010511848763
88ad360259fffff,477,91,112,892,140.1824571748879,391.4818522069679
88ad36025bfffff,1232,132,157,1293,172.45771809744778,416.0772609151901
88ad36025dfffff,179,63,22,465,111.30652086021506,186.536461353864
88ad360261fffff,15,7,1,445,190.10273842696628,634.2966367279961
88ad360263fffff,111,37,20,268,283.8133067164179,588.6685759291163
88ad360265fffff,38,28,2,319,134.90629623824452,214.5011568627819
88ad360267fffff,785,90,138,1434,75.74902433751744,81.83409003099584
88ad360269fffff,19,3,1,234,88.29274401709402,279.9611875343518
88ad36026bfffff,291,54,108,458,59.26972576419214,97.53746514772989
88ad36026dfffff,605,108,100,1589,92.18880975456261,116.6974121830631
88ad360301fffff,685,100,32,1597,82.06653863494051,78.28701844997337
88ad360303fffff,404,96,39,2511,66.748577737953,64.11914454534643
88ad360305fffff,91,24,2,115,108.71235217391305,100.75535983220134
88ad360307fffff,63,29,6,239,69.75537238493723,67.32608750429729
88ad360309fffff,591,83,40,1459,99.79229938313912,102.30961243929607
88ad36030bfffff,582,109,85,2491,69.81666704134886,87.41639207316052
88ad36030dfffff,480,80,44,1400,110.42120257142857,122.31594330268615
88ad360311fffff,185,61,28,889,106.80039201349832,327.19398422716125
88ad360313fffff,186,57,13,619,391.98529466882064,774.0063919993713
88ad360315fffff,384,84,31,2293,71.33470798081116,89.47869292425048
88ad360317fffff,101,41,8,717,192.5706009762901,1079.2333112689032
88ad360319fffff,375,83,70,1746,92.96655652920961,180.8895117715651
88ad36031bfffff,205,51,37,536,486.38820391791046,1050.544586750596
88ad36031dfffff,481,92,51,2678,66.16921691560866,63.867371111565944
88ad360321fffff,0,0,0,40,114.62398250000001,152.84895607951458
88ad360323fffff,0,0,0,33,120.35814848484847,187.20097447338037
88ad360325fffff,1,1,0,4,28.751549999999998,10.280497732600306
88ad360327fffff,0,0,0,5,13.14498,6.661605352465725
88ad360329fffff,3,3,0,24,196.18269166666667,274.2661183535197
88ad36032bfffff,3,2,0,21,105.6863761904762,112.22798722093303
88ad36032dfffff,1,1,0,5,26.54584,26.213721768627206
88ad360331fffff,163,53,20,1123,113.5049447016919,234.00762047523025
88ad360333fffff,35,22,2,526,211.1634108365019,1372.2902913268101
88ad360335fffff,88,38,3,366,118.72972704918033,161.1466763002824
88ad360337fffff,472,94,26,2463,66.82345639464067,68.89134678232972
88ad360339fffff,77,44,6,338,112.83872455621301,349.93005391692566
88ad36033bfffff,44,27,2,303,183.5709224422442,891.495323395107
88ad36033dfffff,56,34,1,282,73.20673936170213,67.04193570099605
88ad360341fffff,895,103,91,1504,114.63606642287233,117.33703787022489
88ad360343fffff,629,104,33,1539,104.4526355425601,107.69051636801676
88ad360345fffff,872,103,71,1274,122.83299230769231,273.06088305750495
88ad360347fffff,482,85,41,1408,122.29962450284091,157.88969730084833
88ad360349fffff,258,59,35,675,116.37030074074073,267.02161058754905
88ad36034bfffff,681,106,57,2067,76.32813850991775,74.72563226539988
88ad36034dfffff,667,93,82,1326,119.96615218702867,143.0349592891649
88ad360351fffff,527,91,48,1983,72.83002289460413,116.19715489101446
88ad360353fffff,534,95,46,1686,71.49205255041518,97.49278232287651
88ad360355fffff,438,93,32,1636,81.12504419315404,138.95964007644227
88ad360357fffff,585,113,74,2020,79.60072222772277,119.1154668494567
88ad360359fffff,67,19,4,215,360.2866544186046,2231.747187825959
88ad36035bfffff,330,65,42,981,80.35253588175331,193.51175692087872
88ad36035dfffff,433,90,30,1489,96.645259032908,119.83295737019091
88ad360361fffff,120,44,17,404,121.26681138613861,173.60279941635767
88ad360363fffff,185,59,23,937,110.66030800426894,223.42036500790664
88ad360365fffff,56,26,5,199,142.93671206030152,136.95601447565937
88ad360367fffff,63,32,0,270,95.74804814814816,95.677384015454
88ad360369fffff,509,81,46,1204,122.83577259136213,126.18554203286818
88ad36036bfffff,253,80,13,903,130.54948062015504,215.14835925862144
88ad36036dfffff,20,12,3,30,123.9161,156.23568346183342
88ad361001fffff,1591,95,464,6366,37.539402984605715,52.61968354447055
88ad361003fffff,1582,110,417,3377,56.52192291975126,67.5251204993467
88ad361005fffff,155,45,14,800,167.53932425,543.4761914873749
88ad361007fffff,542,86,65,4144,43.7892652027027,93.22140122361823
88ad361009fffff,3464,125,1739,5013,44.88167506483144,74.46650157064711
88ad36100bfffff,1346,94,424,3941,53.69883864501396,60.950261380382976
88ad36100dfffff,1558,53,27,6132,35.37206991193738,166.00048696350697
88ad361011fffff,995,129,113,1969,97.45459070594211,149.39990087122519
88ad361013fffff,795,110,206,1477,75.13547576167907,108.66452980312316
88ad361015fffff,1307,104,299,1940,84.20714865979382,136.95479916633897
88ad361017fffff,783,122,103,1822,107.81776915477496,570.6135390367049
88ad361019fffff,1240,142,193,2580,91.12918058139535,92.75889369988379
88ad36101bfffff,937,117,135,1572,118.81398021628497,164.327180356215
88ad36101dfffff,1317,109,314,2621,69.2749011446013,85.79186246596791
88ad361021fffff,723,75,350,1333,141.85941882970744,409.7524932602206
88ad361023fffff,1671,118,562,3880,59.538251288659794,77.38222851798855
88ad361025fffff,433,50,231,1431,101.17643619846261,1049.1379129385523
88ad361027fffff,1350,92,681,2845,64.53050084358523,152.5305387745207
88ad361029fffff,8,6,1,97,288.2636030927835,662.5633363325404
88ad36102bfffff,393,73,80,1045,110.22336985645933,401.0051650477228
88ad36102dfffff,5,5,0,270,285.99236925925925,1320.7579592030831
88ad361031fffff,1306,111,477,2259,72.50338654271802,180.3539008894239
88ad361033fffff,1693,110,550,3287,67.4807101003955,100.72991478393226
88ad361035fffff,816,89,310,1328,75.80639774096386,215.3908969271049
88ad361037fffff,1372,111,414,3063,55.153980084884104,65.4892233813757
88ad361039fffff,1092,102,394,2400,63.541278291666664,80.71328450482851
88ad36103bfffff,2544,137,632,3508,57.76051744583808,70.26540148059681
88ad36103dfffff,1087,126,257,2174,80.09801430542778,92.3910900942376
88ad361041fffff,2064,99,954,4488,51.83603914884135,94.13613917214396
88ad361043fffff,1282,108,323,5309,44.43829523450744,68.68787135294065
88ad361045fffff,1325,91,289,6102,38.32507022287775,93.63617348529438
88ad361047fffff,1237,68,217,5178,35.88409084588644,37.969756180594096
88ad361049fffff,1327,91,287,5055,44.44564110781405,45.40721218437382
88ad36104bfffff,955,82,281,3992,54.913178932865726,71.82850290368451
88ad36104dfffff,1330,87,417,5031,48.45405893460544,61.472955815482585
88ad361051fffff,2650,106,808,2510,72.33401725099601,98.05230702790809
88ad361053fffff,504,96,134,931,107.96965907626208,226.81749313082125
88ad361055fffff,1181,90,407,3587,56.06802269305826,175.15014450267233
88ad361057fffff,1456,96,500,3089,55.69131136290061,70.54093052045131
88ad361059fffff,1166,125,162,3193,73.26870920764172,155.11404369908826
88ad36105bfffff,395,70,79,812,82.64200628078818,97.685592408267
88ad36105dfffff,1214,103,257,4708,49.4375983220051,99.08944144693194
88ad361061fffff,2,2,0,433,221.99016651270207,497.336791141264
88ad361063fffff,95,44,8,462,355.975333982684,1136.7253192968908
88ad361065fffff,11,7,3,13,31.37076153846154,20.96257881005016
88ad361067fffff,3,1,0,328,371.184937804878,1554.537362532581
88ad361069fffff,43,29,6,407,327.48283538083535,1317.43557021509
88ad36106bfffff,556,65,61,1740,90.66069287356322,370.3055271494667
88ad36106dfffff,0,0,0,57,79.32270701754386,253.7742610246533
88ad361081fffff,516,71,191,773,88.28235588615783,90.11186318273812
88ad361083fffff,536,88,79,1264,90.52335466772152,99.82126739713648
88ad361085fffff,420,83,70,1380,86.36867644927536,97.19311375035373
88ad361087fffff,468,83,102,1053,115.64594463437795,190.66225221893743
88ad361089fffff,1366,110,393,1696,76.97197623820755,124.243770669493
88ad36108bfffff,297,55,71,471,95.37108004246285,88.86952728259718
88ad36108dfffff,90,14,62,246,170.52813902439024,510.1542762911531
88ad361091fffff,202,68,7,536,124.94189962686568,206.07256988544765
88ad361093fffff,1515,137,91,1697,135.384464584561,296.3974827674067
88ad361095fffff,468,87,31,1259,92.37268824463861,170.34365006597983
88ad361097fffff,36,20,2,342,186.32580409356726,343.5702967768282
88ad361099fffff,776,108,36,1414,96.88746449787836,93.22404644797011
88ad36109bfffff,1062,131,74,1081,161.3304703052729,287.0592306922059
88ad36109dfffff,151,42,4,271,186.75278634686347,420.6901588954356
88ad3610a1fffff,336,82,30,768,181.93154830729168,443.5474083020962
88ad3610a3fffff,549,85,96,1580,103.46136683544304,344.8430342782646
88ad3610a5fffff,601,94,76,1466,96.68139795361527,245.67048636152433
88ad3610a7fffff,137,36,12,473,117.68181416490485,302.1485431485315
88ad3610a9fffff,647,88,99,1727,77.82853520555877,208.13369858939447
88ad3610abfffff,546,101,69,1504,114.47423823138298,254.10817335523075
88ad3610adfffff,154,41,49,715,408.13418335664335,1499.4197009154043
88ad3610b1fffff,155,44,48,622,324.52417266881025,781.6387472901417
88ad3610b3fffff,1184,122,138,1457,171.48123555250515,524.5108062683781
88ad3610b5fffff,194,57,23,564,171.34222109929078,381.11968316043306
88ad3610b7fffff,1041,133,125,1239,165.00254721549635,492.1600774660141
88ad3610b9fffff,611,95,92,1435,134.95717442508712,367.99894873001045
88ad3610bbfffff,310,72,45,857,172.43775985997667,632.3567899542415
88ad3610bdfffff,364,80,32,1263,130.54939683293745,464.6551409390929
88ad3610c1fffff,1417,148,125,2125,100.58909534117646,133.548974274731
88ad3610c3fffff,1223,137,168,1992,93.26874307228915,125.24046795646005
88ad3610c5fffff,902,117,187,1982,70.54982618567104,112.06473568458146
88ad3610c7fffff,1409,108,182,1864,74.76931276824035,173.93856544998658
88ad3610c9fffff,1405,134,123,2078,109.03292641963426,168.84577857351474
88ad3610cbfffff,1135,128,78,2060,114.11318631067962,208.35119298608748
88ad3610cdfffff,1399,133,147,1291,124.26843764523623,195.66944259394234
88ad3610d1fffff,406,84,27,1302,120.14904132104454,141.66755324117628
88ad3610d3fffff,256,64,10,665,138.5111222556391,192.86122287646708
88ad3610d5fffff,885,123,90,1572,109.62574681933842,135.298960655905
88ad3610d7fffff,271,73,23,891,129.22850235690237,238.40272391576957
88ad3610d9fffff,712,109,61,1414,118.52860042432815,113.77046097641868
88ad3610dbfffff,503,79,41,1423,109.5983442726634,123.67098675892626
88ad3610ddfffff,1841,139,247,2329,109.53999051094891,104.55985847730949
88ad3610e1fffff,2344,104,484,5160,43.80343965116279,88.01018224708945
88ad3610e3fffff,2013,105,566,2637,72.02105464543043,106.50620692215321
88ad3610e5fffff,1139,108,279,4213,50.52293422739141,99.59732214635608
88ad3610e7fffff,2636,133,658,3391,57.64786107342967,127.20003359156924
88ad3610e9fffff,1043,121,245,2345,74.62392396588486,240.0065544691215
88ad3610ebfffff,886,110,132,2389,61.79269937212223,84.33421232623603
88ad3610edfffff,927,100,304,3065,42.58415716150081,71.42565156992606
88ad361101fffff,432,76,65,1371,97.63707629467542,232.56513575218057
88ad361103fffff,469,74,83,1332,102.84827207207208,101.41990827498763
88ad361105fffff,353,66,68,863,99.00878238702202,210.7920450912843
88ad361107fffff,164,41,15,544,206.46381672794118,410.35320969434173
88ad361109fffff,342,72,79,994,70.32552645875252,69.69636356816648
88ad36110bfffff,748,83,147,1979,86.80956872157655,102.48097017345242
88ad36110dfffff,1057,95,234,2595,77.38575699421966,85.36476189659057
88ad361111fffff,1049,78,503,2064,73.80558890503876,408.6120658105687
88ad361113fffff,1460,96,550,2895,61.5114978238342,110.78076192308355
88ad361115fffff,102,40,18,419,414.2565904534606,1100.581830386862
88ad361117fffff,1337,104,317,1831,99.18640655379573,391.6019669886225
88ad361119fffff,142,52,23,1477,40.67720270819228,61.57566717808456
88ad36111bfffff,624,76,271,2079,54.695359836459836,56.25568758227525
88ad36111dfffff,694,95,211,1428,110.22139404761904,270.09206900999294
88ad361121fffff,92,45,13,603,296.06146252072966,846.6210067881773
88ad361123fffff,630,81,138,1828,99.70435990153173,727.1255800719273
88ad361125fffff,555,80,161,845,275.3325177514793,1122.8049141019503
88ad361127fffff,1785,131,504,1990,98.94169447236182,298.4562669310141
88ad361129fffff,482,74,56,1214,95.95655815485996,231.42934922468538
88ad36112bfffff,3,3,1,289,286.3257211072665,428.58739575727463
88ad36112dfffff,36,21,6,336,337.45125773809525,1360.810239659894
88ad361131fffff,78,35,6,326,536.7724012269939,1216.8155365756168
88ad361133fffff,1995,139,387,2724,80.76583531571218,121.80726385640261
88ad361135fffff,5,3,1,189,197.89189735449736,1449.0211029846587
88ad361137fffff,285,72,30,911,135.59273743139408,335.14283208518134
88ad361139fffff,37,25,7,261,502.1134218390805,1812.852459751159
88ad36113bfffff,676,92,213,1287,236.49584809634808,896.2852369582577
88ad36113dfffff,6,4,0,278,208.52615539568347,347.63414557203555
88ad361141fffff,1347,70,311,3732,58.32144812433012,124.70814237256756
88ad361143fffff,1383,65,654,2872,52.17093896239554,45.11655744627492
88ad361145fffff,1314,81,427,2991,63.56765379471749,96.13478086313805
88ad361147fffff,1076,70,327,3743,56.696485546353195,87.34472024537206
88ad361149fffff,1196,67,395,3216,59.34793041044776,122.66928823324382
88ad36114bfffff,1184,57,304,4243,52.883440065991046,48.377310636420304
88ad36114dfffff,1223,80,299,4942,46.68441906110886,91.74813737783806
88ad361151fffff,0,0,0,105,269.27745523809523,698.2318558024997
88ad361153fffff,3,2,0,34,49.08999705882353,123.55929978215339
88ad361155fffff,0,0,0,0,0.0,0.0
88ad361157fffff,163,46,44,550,96.45586509090909,96.27155959792528
88ad361159fffff,6,6,1,3,20.341866666666668,20.976966500982293
88ad36115bfffff,2,1,0,6,18.958483333333334,8.488811608798176
88ad36115dfffff,35,8,12,208,47.65055336538462,39.501080504078004
88ad361161fffff,2055,111,248,3090,66.75640925566343,53.304702767484734
88ad361163fffff,1111,84,333,1549,78.0139965784377,88.79346819512965
88ad361165fffff,1622,99,418,4653,41.620253771760154,36.26620523854155
88ad361167fffff,391,60,26,663,53.053176923076926,35.626716591102166
88ad361169fffff,911,89,199,2624,56.740918940548774,50.42017864445884
88ad36116bfffff,1133,98,178,2204,82.32437908348457,258.5950546573177
88ad36116dfffff,161,35,10,1151,43.7936158123371,108.74168082916836
88ad361181fffff,1190,115,357,1857,108.84908082929455,194.95595774076938
88ad361183fffff,1080,108,360,1831,94.811512288367,263.4268951841425
88ad361185fffff,583,100,113,831,360.1006677496992,1040.0039470495742
88ad361187fffff,867,123,128,1924,108.34274745322246,159.44049182744706
88ad361189fffff,1193,105,363,1867,94.4940005891805,321.75390449833594
88ad36118bfffff,1347,95,709,2419,76.8340744935924,93.36860869942339
88ad36118dfffff,1805,107,634,2435,76.66735433264887,88.70933603548643
88ad361191fffff,224,71,14,398,184.1485947236181,379.6308831496505
88ad361193fffff,22,7,0,121,130.67675867768597,193.84775527701706
88ad361195fffff,1138,129,115,2223,104.64335083220872,143.57764256512397
88ad361197fffff,567,102,90,1119,119.96854200178731,151.16204719432886
88ad361199fffff,742,106,84,1897,86.39326088560885,95.08064746027894
88ad36119bfffff,141,52,5,504,74.16681111111112,124.49702642698749
88ad36119dfffff,239,52,72,630,175.2386938095238,849.7573787963549
88ad3611a1fffff,1251,121,188,2977,84.88836362109505,91.25469379964997
88ad3611a3fffff,797,111,133,1459,101.43624722412612,103.86795556397975
88ad3611a5fffff,774,120,113,1925,89.0791491948052,100.88413716550728
88ad3611a7fffff,325,85,24,907,104.69497420066152,136.46032346314055
88ad3611a9fffff,2072,147,178,1156,190.94638373702423,459.8625961517467
88ad3611abfffff,978,123,151,2089,108.66621651507899,194.91039773663425
88ad3611adfffff,1461,146,211,1743,149.60881594951235,644.1002629185601
88ad3611b1fffff,739,121,41,1973,96.22803846933604,169.17310430055701
88ad3611b3fffff,491,95,34,1695,83.97737469026549,84.50490828000821
88ad3611b5fffff,343,85,58,857,224.51904865810968,737.2295267495338
88ad3611b7fffff,308,79,32,868,95.00329504608295,176.3485115767188
88ad3611b9fffff,1136,124,110,2236,93.64162647584972,98.89983455118715
88ad3611bbfffff,882,114,145,2096,96.73131073473283,107.06505786792769
88ad3611bdfffff,987,125,158,2215,90.34721467268623,127.02999898048756
88ad3611c1fffff,1179,98,346,2317,86.22515899870521,92.37507049632923
88ad3611c3fffff,539,93,176,937,260.68499743863396,978.3938331923052
88ad3611c5fffff,908,105,255,2510,75.8232650996016,99.30215243391694
88ad3611c7fffff,1445,111,251,2622,79.41083813882533,140.57644988325129
88ad3611c9fffff,1034,94,321,2526,77.17609093428345,115.89687353930321
88ad3611cbfffff,886,91,402,1419,130.07983185341791,397.80790451642827
88ad3611cdfffff,1170,86,499,2000,79.9135892,109.01009614643081
88ad3611d1fffff,132,50,10,480,629.289095,1777.006154412484
88ad3611d3fffff,145,48,23,638,366.26200438871473,1199.0459991893542
88ad3611d5fffff,183,56,51,639,431.26489608763694,1456.8593002866583
88ad3611d7fffff,205,61,39,429,464.4065060606061,1866.7961743382039
88ad3611d9fffff,808,95,226,1543,133.073619507453,676.7952187581541
88ad3611dbfffff,111,41,23,1165,199.90393682403433,1012.9860760908826
88ad3611ddfffff,112,39,8,411,688.4961043795621,1868.7333328067855
88ad3611e1fffff,1180,126,134,2202,118.4362556766576,235.0993747304621
88ad3611e3fffff,432,80,122,691,275.6772759768452,761.7652241117224
88ad3611e5fffff,982,116,182,1864,113.82150198497855,221.9369070792167
88ad3611e7fffff,1275,119,201,1975,133.09312724050633,595.326249641137
88ad3611e9fffff,1643,117,399,2877,77.95468272506083,106.66040344618169
88ad3611ebfffff,971,100,309,1565,90.01311118210863,183.6929103376424
88ad3611edfffff,1436,132,347,2599,82.38042720277029,96.11027345626913
88ad361201fffff,401,92,74,2266,41.6484586054722,56.71354426079307
88ad361203fffff,69,20,6,383,66.34102532637075,113.38058655524783
88ad361205fffff,839,104,124,4034,43.97390679226574,43.43623959006134
88ad361207fffff,1802,94,392,6928,37.695723989607394,46.9671140275526
88ad361209fffff,185,57,23,1991,29.354355248618784,35.560476086103854
88ad36120bfffff,186,35,35,493,83.71920060851927,233.77302728342093
88ad36120dfffff,1111,121,61,3269,52.51194337717956,48.62411645052304
88ad361211fffff,33,12,0,150,73.01901066666666,138.16799251493745
88ad361213fffff,72,21,1,153,86.38973464052287,109.51794283445626
88ad361215fffff,142,27,46,295,107.04607220338983,208.08947774702963
88ad361217fffff,215,35,5,316,120.67604651898735,759.2645899705686
88ad361219fffff,49,18,0,78,99.24298333333333,154.1195567341631
88ad36121bfffff,80,30,2,308,76.85385194805195,127.46024979208234
88ad36121dfffff,35,13,0,44,152.58999318181816,400.84183005391225
88ad361221fffff,871,81,199,5822,36.76047607351426,87.34809255882774
88ad361223fffff,1540,90,221,6100,36.96646063934426,74.62028480258431
88ad361225fffff,283,51,78,3601,43.45618019994446,111.70685430867762
88ad361227fffff,1303,92,196,6275,41.97455494820717,328.34556275734866
88ad361229fffff,1130,103,231,3181,54.9252730902232,127.12163984249078
88ad36122bfffff,2368,95,300,11139,28.555947077834634,42.06033023183924
88ad36122dfffff,738,73,189,3340,42.51858862275449,50.24714751576528
88ad361231fffff,1484,99,586,6428,33.34297937149969,29.772863276121324
88ad361233fffff,719,51,32,2238,41.205001787310096,70.5825112037418
88ad361235fffff,2070,101,243,6679,40.73063319359185,102.18283358633454
88ad361237fffff,1415,84,172,5923,39.083990342731724,57.29886153413452
88ad361239fffff,494,51,114,2939,32.98258519904729,75.48949477869708
88ad36123bfffff,34,10,0,170,123.19356764705883,192.87842522356428
88ad36123dfffff,1266,79,193,8754,31.377788999314596,28.656819132033473
88ad361241fffff,648,100,23,2555,51.4198802739726,41.698043665944944
88ad361243fffff,20,8,1,92,90.36286739130435,136.8393346386554
88ad361245fffff,528,91,34,1412,55.66159766288952,80.49724393337014
88ad361247fffff,1168,116,48,2764,58.00972290159189,346.23837298775265
88ad361249fffff,335,59,32,814,52.30841916461917,34.31409015025254
88ad36124bfffff,2,2,0,0,0.0,0.0
88ad36124dfffff,676,99,55,2140,66.91404252336449,106.83958997780708
88ad361251fffff,21,11,4,18,51.803811111111116,32.376830112341125
88ad361253fffff,46,16,3,204,112.91640343137254,216.59862145744142
88ad361255fffff,40,12,3,115,135.81722434782608,206.99808971889536
88ad361257fffff,16,9,2,72,170.66258194444444,347.8701000096972
88ad361259fffff,18,6,4,0,0.0,0.0
88ad36125bfffff,53,13,15,80,48.95937,55.027921979112946
88ad36125dfffff,11,6,3,23,86.31096086956522,102.17270575923146
88ad361261fffff,1036,115,144,2573,69.79750874465604,97.97709482616325
88ad361263fffff,799,110,117,2418,69.76971856906535,82.8403039703789
88ad361265fffff,572,81,61,1308,89.10828371559633,157.48883247051054
88ad361267fffff,1641,122,79,3703,56.787355981636516,43.1866375719831
88ad361269fffff,1263,134,107,4297,53.878713637421455,50.938908676738116
88ad36126bfffff,1371,113,309,2151,64.23720688052069,83.51581034681352
88ad36126dfffff,611,90,53,1814,89.46744151047409,248.44415049329967
88ad361281fffff,1083,132,112,2324,87.96867082616178,83.49328463220421
88ad361283fffff,1210,135,114,2514,103.03291034208434,155.11180278966035
88ad361285fffff,1136,106,214,1777,85.63169184018008,166.18162606014855
88ad361287fffff,936,126,87,1642,156.693084226553,341.43357662669246
88ad361289fffff,570,110,19,1847,76.05957888467785,93.89845452892351
88ad36128bfffff,838,118,122,2074,113.10220867888138,273.9077653227208
88ad36128dfffff,399,94,26,1244,82.59559107717041,166.18684804388096
